Cambios Morfológicos Detectados
==================================================

parts                → part
proved               → prove
followed             → follow
led                  → lead
best                 → good
houses               → house
surrounded           → surround
thought              → think
construed            → construe
moments              → moment
requires             → require
events               → event
introduced           → introduce
manners              → manner
looked               → look
turning              → turn
conductors           → conductor
asked                → ask
appeared             → appear
witnesses            → witness
men                  → man
came                 → come
selected             → select
deposed              → depose
fishing              → fish
observed             → observe
rising               → rise
risen                → rise
accustomed           → accustom
miles                → mile
walked               → walk
carrying             → carry
companions           → companion
followed             → follow
proceeding           → proceed
sands                → sand
struck               → strike
fell                 → fall
companions           → companion
came                 → come
found                → find
fallen               → fall
drowned              → drown
thrown               → throw
waves                → wave
found                → find
clothes              → clothe
carried              → carry
endeavoured          → endeavour
appeared             → appear
years                → year
strangled            → strangle
fingers              → finger
fingers              → finger
mentioned            → mention
remembered           → remember
felt                 → feel
limbs                → limb
trembled             → tremble
came                 → come
eyes                 → eye
obliged              → oblige
observed             → observe
drew                 → draw
confirmed            → confirm
called               → call
swore                → swear
saw                  → see
stars                → star
landed               → land
deposed              → depose
lived                → live
standing             → stand
waiting              → wait
fishermen            → fisherman
heard                → hear
saw                  → see
found                → find
confirmed            → confirm
fishermen            → fisherman
brought              → bring
rubbed               → rub
went                 → go
gone                 → go
men                  → man
examined             → examine
concerning           → concern
agreed               → agree
arisen               → arise
beaten               → beat
hours                → hour
obliged              → oblige
departed             → depart
observed             → observe
appeared             → appear
brought              → bring
deposited            → deposit
hearing              → hear
desired              → desire
taken                → take
lay                  → lie
observed             → observe
suggested            → suggest
exhibited            → exhibit
described            → describe
conducted            → conduct
persons              → person
struck               → strike
coincidences         → coincidence
taken                → take
knowing              → know
conversing           → converse
persons              → person
inhabited            → inhabit
found                → find
consequences         → consequence
entered              → enter
lay                  → lie
led                  → lead
sensations           → sensation
beholding            → behold
parched              → parch
shuddering           → shudder
witnesses            → witness
passed               → pass
saw                  → see
stretched            → stretch
gasped               → gasp
throwing             → throw
exclaimed            → exclaim
machinations         → machination
deprived             → deprive
dearest              → dear
destroyed            → destroy
victims              → victim
longer               → long
agonies              → agony
endured              → endure
carried              → carry
convulsions          → convulsion
succeeded            → succeed
lay                  → lie
months               → month
ravings              → raving
heard                → hear
called               → call
entreated            → entreat
attendants           → attendant
tormented            → torment
felt                 → feel
fingers              → finger
grasping             → grasp
screamed             → scream
spoke                → speak
understood           → understand
gestures             → gesture
cries                → cry
witnesses            → witness
snatches             → snatch
children             → child
hopes                → hope
parents              → parent
brides               → bride
lovers               → lover
worms                → worm
materials            → material
shocks               → shock
renewed              → renew
doomed               → doom
months               → month
found                → find
awaking              → awake
stretched            → stretch
surrounded           → surround
gaolers              → gaoler
turnkeys             → turnkey
bolts                → bolt
awoke                → awake
forgotten            → forget
particulars          → particular
happened             → happen
felt                 → feel
overwhelmed          → overwhelm
looked               → look
saw                  → see
barred               → bar
windows              → window
flashed              → flash
groaned              → groan
disturbed            → disturb
sleeping             → sleep
hired                → hire
turnkeys             → turnkey
expressed            → express
qualities            → quality
lines                → line
persons              → person
accustomed           → accustom
sympathising         → sympathise
sights               → sight
expressed            → express
addressed            → address
struck               → strike
heard                → hear
sufferings           → suffering
better               → well
said                 → say
replied              → reply
replied              → reply
murdered             → murder
better               → well
sent                 → send
turned               → turn
unfeeling            → unfeele
saved                → save
felt                 → feel
passed               → pass
appeared             → appear
doubted              → doubt
presented            → present
images               → image
floated              → float
grew                 → grow
pressed              → press
soothed              → soothe
supported            → support
came                 → come
medicines            → medicine
prepared             → prepare
marked               → mark
reflections          → reflection
learned              → learn
shown                → show
caused               → cause
best                 → good
prepared             → prepare
best                 → good
provided             → provide
came                 → come
desired              → desire
sufferings           → suffering
agonies              → agony
ravings              → raving
came                 → come
neglected            → neglect
visits               → visit
intervals            → interval
recovering           → recover
seated               → seat
eyes                 → eye
cheeks               → cheek
reflected            → reflect
better               → well
considered           → consider
thoughts             → thought
opened               → open
entered              → enter
expressed            → express
drew                 → draw
addressed            → address
receiving            → receive
borne                → bear
brought              → bring
events               → event
mortals              → mortal
persecuted           → persecute
tortured             → torture
chances              → chance
occurred             → occur
thrown               → throw
renowned             → renowne
seized               → seize
charged              → charge
presented            → present
eyes                 → eye
murdered             → murder
placed               → place
said                 → say
endured              → endure
sufferings           → suffering
felt                 → feel
concerning           → concern
exhibited            → exhibit
hastened             → hasten
taken                → take
papers               → paper
brought              → bring
examined             → examine
relations            → relation
found                → find
letters              → letter
discovered           → discover
wrote                → write
months               → month
elapsed              → elapse
times                → time
worse                → bad
acted                → act
said                 → say
presented            → present
darted               → dart
desires              → desire
eyes                 → eye
cried                → cry
regarded             → regard
said                 → say
thought              → think
inspiring            → inspire
cried                → cry
relaxed              → relax
surprised            → surprise
pleased              → please
thought              → think
resumed              → resume
rose                 → rise
quitted              → quit
entered              → enter
given                → give
greater              → great
stretched            → stretch
cried                → cry
calmed               → calm
assurances           → assurance
subjects             → subject
desponding           → despond
spirits              → spirit
felt                 → feel
said                 → say
looking              → look
barred               → bar
windows              → window
travelled            → travel
murdered             → murder
endured              → endure
tears                → tear
replied              → reply
hangs                → hang
died                 → die
allowed              → allow
rendered             → render
came                 → come
insisted             → insist
exhausted            → exhaust
recovered            → recover
quitted              → quit
absorbed             → absorb
murdered             → murder
reflections          → reflection
threw                → throw
friends              → friend
detested             → detest
drawing              → draw
throbbings           → throbbing
bears                → bear
executing            → execute
thoughts             → thought
sat                  → sit
hours                → hour
wishing              → wish
ruins                → ruin
assizes              → assize
approached           → approach
months               → month
obliged              → oblige
miles                → mile
held                 → hold
charged              → charge
collecting           → collect
witnesses            → witness
arranging            → arrange
spared               → spare
appearing            → appear
brought              → bring
decides              → decide
rejected             → reject
proved               → prove
found                → find
liberated            → liberate
enraptured           → enrapture
finding              → find
freed                → free
vexations            → vexation
allowed              → allow
permitted            → permit
feelings             → feeling
walls                → wall
poisoned             → poison
shone                → shine
saw                  → see
penetrated           → penetrate
eyes                 → eye
glared               → glare
eyes                 → eye
languishing          → languish
orbs                 → orb
covered              → cover
lids                 → lid
lashes               → lash
fringed              → fringe
eyes                 → eye
saw                  → see
tried                → try
feelings             → feeling
talked               → talk
words                → word
drew                 → draw
groans               → groan
felt                 → feel
thought              → think
longed               → long
devouring            → devour
pays                 → pay
divinest             → divine
fits                 → fit
paroxysms            → paroxysm
moments              → moment
endeavoured          → endeavour
loathed              → loathe
required             → require
unceasing            → uncease
committing           → commit
remained             → remain
triumphed            → triumph
lives                → life
loved                → love
led                  → lead
dared                → dare
unfailing            → unfaile
endued               → endue
desired              → desire
fatigues             → fatigue
gone                 → go
preyed               → prey
urged                → urge
leaving              → leave
thought              → think
best                 → good
took                 → take
bound                → bind
sailed               → sail
shores               → shore
lay                  → lie
looking              → look
stars                → star
listening            → listen
waves                → wave
hailed               → hail
reflected            → reflect
appeared             → appear
blew                 → blow
detested             → detest
surrounded           → surround
told                 → tell
deceived             → deceive
fallen               → fall
repassed             → repasse
residing             → reside
remembered           → remember
shuddering           → shudder
hurried              → hurry
called               → call
lived                → live
feelings             → feeling
pressed              → press
wept                 → weep
taking               → take
means                → mean
enabled              → enable
oppressed            → oppress
misfortunes          → misfortune
swallowed            → swallow
slept                → sleep
dreams               → dream
presented            → present
objects              → object
scared               → scare
possessed            → possess
felt                 → feel
groans               → groan
cries                → cry
rang                 → ring
ears                 → ear
watching             → watch
perceiving           → perceive
awoke                → awake
dashing              → dash
waves                → wave
established          → establish
came                 → come
landed               → land
proceeded            → proceed
found                → find
overtaxed            → overtax
attentions           → attention
sufferings           → suffering
sought               → seek
methods              → method
wished               → wish
abhorred             → abhor
abhorred             → abhor
brethren             → brother
beings               → being
attracted            → attract
creatures            → creature
felt                 → feel
unchained            → unchain
groans               → groan
acts                 → act
crimes               → crime
yielded              → yield
arguments            → argument
thought              → think
felt                 → feel
obliged              → oblige
endeavoured          → endeavour
alas                 → ala
said                 → say
beings               → being
feelings             → feeling
passions             → passion
degraded             → degrade
felt                 → feel
suffered             → suffer
died                 → die
murdered             → murder
died                 → die
hands                → hand
heard                → hear
accused              → accuse
appeared             → appear
presented            → present
preserved            → preserve
avoided              → avoid
maintained           → maintain
concerning           → concern
created              → create
supposed             → suppose
chained              → chain
inmates              → inmate
checked              → check
given                → give
confided             → confide
words                → word
recorded             → record
relieved             → relieve
said                 → say
dearest              → dear
cried                → cry
heavens              → heaven
viewed               → view
operations           → operation
victims              → victim
died                 → die
machinations         → machination
times                → time
saved                → save
lives                → life
convinced            → convince
ideas                → idea
deranged             → derange
changed              → change
endeavoured          → endeavour
thoughts             → thought
wished               → wish
scenes               → scene
taken                → take
alluded              → allude
suffered             → suffer
misfortunes          → misfortune
passed               → pass
longer               → long
talked               → talk
crimes               → crime
curbed               → curb
desired              → desire
manners              → manner
calmer               → calm
days                 → day
left                 → leave
received             → receive
following            → follow
gave                 → give
greatest             → great
dated                → date
longer               → long
suffered             → suffer
looking              → look
quitted              → quit
passed               → pass
tortured             → torture
feelings             → feeling
augmented            → augment
misfortunes          → misfortune
renders              → render
questions            → question
answered             → answer
doubts               → doubt
longer               → long
writing              → write
wished               → wish
parents              → parent
told                 → tell
taught               → teach
playfellows          → playfellow
valued               → value
friends              → friend
grew                 → grow
older                → old
desiring             → desire
travelled            → travel
spent                → spend
years                → year
saw                  → see
flying               → fly
supposing            → suppose
bound                → bind
wishes               → wish
parents              → parent
opposed              → oppose
inclinations         → inclination
dreams               → dream
borne                → bear
cruellest            → cruell
misfortunes          → misfortune
disinterested        → disintereste
miseries             → misery
wishes               → wish
assured              → assure
lips                 → lip
occasioned           → occasion
revived              → revive
forgotten            → forget
promised             → promise
sufferings           → suffering
determined           → determine
crimes               → crime
vanquished           → vanquish
enjoys               → enjoy
massacred            → massacre
eyes                 → eye
burnt                → burn
lands                → land
laid                 → lay
turned               → turn
possessed            → possess
balanced             → balance
horrors              → horror
softened             → soften
feelings             → feeling
stole                → steal
dared                → dare
dreams               → dream
eaten                → eat
bared                → bare
executed             → execute
considered           → consider
months               → month
sooner               → soon
postponed            → postpone
influenced           → influence
menaces              → menace
means                → mean
vowed                → vow
binding              → bind
satiated             → satiate
murdered             → murder
threats              → threat
resolved             → resolve
designs              → design
wrote                → write
said                 → say
remains              → remain
centred              → centre
fears                → fear
endeavours           → endeavour
revealed             → reveal
endured              → endure
returned             → return
welcomed             → welcome
tears                → tear
eyes                 → eye
beheld               → behold
cheeks               → cheek
saw                  → see
thinner              → thin
lost                 → lose
charmed              → charm
looks                → look
blasted              → blast
enjoyed              → enjoy
brought              → bring
thought              → think
passed               → pass
possessed            → possess
burnt                → burn
spoke                → speak
looked               → look
sat                  → sit
bewildered           → bewilder
miseries             → misery
overcame             → overcome
fits                 → fit
transported          → transport
feelings             → feeling
sunk                 → sink
wept                 → weep
returned             → return
resigned             → resign
agonies              → agony
found                → find
indulging            → indulge
spoke                → speak
remained             → remain
fixed                → fix
misfortunes          → misfortune
befallen             → befall
cling                → cle
closer               → close
remains              → remain
lost                 → lose
bound                → bind
ties                 → tie
softened             → soften
objects              → object
born                 → bear
deprived             → deprive
lessons              → lesson
returned             → return
deeds                → deed
pronounced           → pronounce
words                → word
threatened           → threaten
agreed               → agree
days                 → day
imagined             → imagine
thought              → think
banished             → banish
wandered             → wander
consented            → consent
possessed            → possess
powers               → power
blinded              → blind
intentions           → intention
thought              → think
prepared             → prepare
hastened             → hasten
fixed                → fix
drew                 → draw
felt                 → feel
concealed            → conceal
feelings             → feeling
brought              → bring
smiles               → smile
deceived             → deceive
nicer                → nice
looked               → look
misfortunes          → misfortune
impressed            → impress
appeared             → appear
preparations         → preparation
visits               → visit
received             → receive
wore                 → wear
smiling              → smile
preyed               → prey
entered              → enter
plans                → plan
decorations          → decoration
exertions            → exertion
restored             → restore
shores               → shore
belonged             → belong
agreed               → agree
days                 → day
stood                → stand
took                 → take
carried              → carry
pistols              → pistol
means                → mean
gained               → gain
greater              → great
approached           → approach
appeared             → appear
regarded             → regard
hoped                → hope
wore                 → wear
greater              → great
fixed                → fix
drew                 → draw
nearer               → near
heard                → hear
spoken               → speak
contributed          → contribute
wishes               → wish
pervaded             → pervade
thought              → think
promised             → promise
recognised           → recognise
performed            → perform
assembled            → assemble
agreed               → agree
sleeping             → sleep
continuing           → continue
smiled               → smile
moments              → moment
enjoyed              → enjoy
passed               → pass
sheltered            → shelter
rays                 → ray
enjoyed              → enjoy
saw                  → see
banks                → bank
surmounting          → surmount
mountains            → mountain
coasting             → coast
banks                → bank
saw                  → see
opposing             → oppose
took                 → take
knew                 → know
suffered             → suffer
permits              → permit
replied              → reply
assured              → assure
painted              → paint
contented            → content
whispers             → whisper
opened               → open
clouds               → cloud
swimming             → swim
waters               → water
lies                 → lie
appears              → appear
endeavoured          → endeavour
thoughts             → thought
subjects             → subject
fluctuating          → fluctuate
instants             → instant
shone                → shine
eyes                 → eye
gave                 → give
sank                 → sink
heavens              → heaven
passed               → pass
observed             → observe
chasms               → chasm
higher               → high
glens                → glen
lower                → low
hills                → hill
closer               → close
approached           → approach
mountains            → mountain
forms                → form
shone                → shine
woods                → wood
surrounded           → surround
carried              → carry
sank                 → sink
ruffled              → ruffle
caused               → cause
trees                → tree
approached           → approach
wafted               → waft
flowers              → flower
sank                 → sink
landed               → land
touched              → touch
felt                 → feel
cares                → care
fears                → fear
cling                → cle
landed               → land
walked               → walk
enjoying             → enjoy
retired              → retire
contemplated         → contemplate
waters               → water
woods                → wood
mountains            → mountain
obscured             → obscure
displaying           → display
outlines             → outline
fallen               → fall
rose                 → rise
reached              → reach
heavens              → heaven
beginning            → begin
clouds               → cloud
swept                → sweep
dimmed               → dim
rays                 → ray
reflected            → reflect
heavens              → heaven
rendered             → render
busier               → busy
waves                → wave
beginning            → begin
descended            → descend
obscured             → obscure
shapes               → shape
objects              → object
fears                → fear
arose                → arise
grasped              → grasp
hidden               → hide
terrified            → terrify
resolved             → resolve
extinguished         → extinguish
observed             → observe
communicated         → communicate
trembling            → tremble
asked                → ask
agitates             → agitate
replied              → reply
passed               → pass
reflected            → reflect
expected             → expect
entreated            → entreat
resolving            → resolve
obtained             → obtain
left                 → leave
continued            → continue
walking              → walk
passages             → passage
inspecting           → inspect
discovered           → discover
beginning            → begin
intervened           → intervene
menaces              → menace
heard                → hear
came                 → come
retired              → retire
heard                → hear
rushed               → rush
arms                 → arm
dropped              → drop
suspended            → suspend
veins                → vein
tingling             → tingle
extremities          → extremity
limbs                → limb
lasted               → last
repeated             → repeat
rushed               → rush
best                 → good
purest               → pure
thrown               → throw
hanging              → hang
distorted            → distort
features             → feature
covered              → cover
arms                 → arm
flung                → fling
clings               → cling
closest              → close
hated                → hate
fell                 → fall
recovered            → recover
found                → find
surrounded           → surround
countenances         → countenance
expressed            → express
appeared             → appear
feelings             → feeling
oppressed            → oppress
escaped              → escape
lay                  → lie
living               → live
moved                → move
beheld               → behold
thrown               → throw
supposed             → suppose
rushed               → rush
embraced             → embrace
limbs                → limb
told                 → tell
held                 → hold
arms                 → arm
ceased               → cease
loved                → love
cherished            → cherish
ceased               → cease
lips                 → lip
hung                 → hang
happened             → happen
windows              → window
darkened             → darken
felt                 → feel
seeing               → see
shutters             → shutter
thrown               → throw
described            → describe
saw                  → see
abhorred             → abhor
pointed              → point
rushed               → rush
drawing              → draw
fired                → fire
eluded               → elude
leaped               → leap
running              → run
plunged              → plunge
brought              → bring
pointed              → point
disappeared          → disappear
followed             → follow
boats                → boat
nets                 → net
passing              → pass
hours                → hour
returned             → return
companions           → companion
believing            → believe
conjured             → conjure
landed               → land
proceeded            → proceed
parties              → party
going                → go
directions           → direction
woods                → wood
vines                → vine
attempted            → attempt
proceeded            → proceed
whirled              → whirl
steps                → step
fell                 → fall
covered              → cover
eyes                 → eye
parched              → parch
carried              → carry
placed               → place
happened             → happen
eyes                 → eye
wandered             → wander
lost                 → lose
arose                → arise
crawled              → crawl
women                → woman
weeping              → weep
hung                 → hang
joined               → join
tears                → tear
presented            → present
thoughts             → thought
rambled              → ramble
subjects             → subject
reflecting           → reflect
misfortunes          → misfortune
bewildered           → bewilder
knew                 → know
remaining            → remain
friends              → friend
writhing             → writhe
feet                 → foot
recalled             → recall
started              → start
resolved             → resolve
horses               → horse
procured             → procure
fell                 → fall
torrents             → torrent
hired                → hire
men                  → man
took                 → take
experienced          → experience
overflowing          → overflow
felt                 → feel
endured              → endure
rendered             → render
threw                → throw
leaning              → lean
hands                → hand
gave                 → give
arose                → arise
looked               → look
saw                  → see
scenes               → scene
happier              → happy
contemplated         → contemplate
tears                → tear
streamed             → stream
eyes                 → eye
ceased               → cease
saw                  → see
waters               → water
hours                → hour
observed             → observe
clouds               → cloud
lower                → low
snatched             → snatch
incidents            → incident
followed             → follow
horrors              → horror
reached              → reach
friends              → friend
snatched             → snatch
left                 → leave
exhausted            → exhaust
words                → word
remains              → remain
arrived              → arrive
lived                → live
tidings              → tiding
bore                 → bear
eyes                 → eye
wandered             → wander
lost                 → lose
doted                → dote
feels                → feel
having               → have
affections           → affection
clings               → cling
cursed               → curse
cursed               → curse
brought              → bring
hairs                → hair
doomed               → doom
horrors              → horror
accumulated          → accumulate
springs              → spring
gave                 → give
days                 → day
died                 → die
arms                 → arm
lost                 → lose
chains               → chain
objects              → object
pressed              → press
dreamt               → dream
wandered             → wander
meadows              → meadow
vales                → vale
friends              → friend
awoke                → awake
found                → find
followed             → follow
degrees              → degree
gained               → gain
miseries             → misery
released             → release
called               → call
months               → month
understood           → understand
awakened             → awaken
awakened             → awaken
misfortunes          → misfortune
pressed              → press
began                → begin
created              → create
sent                 → send
possessed            → possess
maddening            → madden
thought              → think
desired              → desire
prayed               → pray
wishes               → wish
began                → begin
best                 → good
means                → mean
securing             → secure
repaired             → repair
told                 → tell
knew                 → know
required             → require
listened             → listen
assured              → assure
said                 → say
pains                → pain
exertions            → exertion
spared               → spare
replied              → reply
forces               → force
connected            → connect
mistaken             → mistake
addressed            → address
formed               → form
quieted              → quiet
reconciled           → reconcile
related              → relate
marking              → mark
dates                → date
deviating            → deviate
appeared             → appear
continued            → continue
saw                  → see
unmingled            → unmingle
painted              → paint
concluded            → conclude
said                 → say
feelings             → feeling
functions            → function
caused               → cause
heard                → hear
given                → give
spirits              → spirit
events               → event
called               → call
returned             → return
answered             → answer
appears              → appear
powers               → power
exertions            → exertion
caves                → cave
dens                 → den
months               → month
elapsed              → elapse
crimes               → crime
wandered             → wander
hovers               → hover
taken                → take
hunted               → hunt
destroyed            → destroy
thoughts             → thought
spoke                → speak
sparkled             → sparkle
eyes                 → eye
intimidated          → intimidate
said                 → say
assured              → assure
crimes               → crime
described            → describe
properties           → property
pursued              → pursue
turned               → turn
exists               → exist
trembled             → tremble
said                 → say
martyrs              → martyr
said                 → say
possessed            → possess
occupied             → occupy
ideas                → idea
endeavoured          → endeavour
reverted             → revert
effects              → effect
cried                → cry
broke                → break
retired              → retire
swallowed            → swallow
lost                 → lose
hurried              → hurry
endowed              → endow
moulded              → mould
feelings             → feeling
allowed              → allow
calculating          → calculate
periods              → period
provided             → provide
jewels               → jewel
belonged             → belong
departed             → depart
wanderings           → wandering
began                → begin
traversed            → traverse
endured              → endure
hardships            → hardship
travellers           → traveller
deserts              → desert
countries            → country
wo                   → will
nt                   → not
lived                → live
times                → time
stretched            → stretch
failing              → fail
limbs                → limb
prayed               → pray
kept                 → keep
dared                → dare
quitted              → quit
steps                → step
wandered             → wander
hours                → hour
confines             → confine
approached           → approach
found                → find
reposed              → repose
entered              → enter
approached           → approach
marked               → mark
graves               → grave
leaves               → leave
trees                → tree
agitated             → agitate
affecting            → affect
spirits              → spirit
departed             → depart
felt                 → feel
seen                 → see
gave                 → give
lived                → live
lived                → live
kissed               → kiss
lips                 → lip
exclaimed            → exclaim
shades               → shade
spirits              → spirit
caused               → cause
eyes                 → eye
spirits              → spirit
wandering            → wander
ministers            → minister
torments             → torment
begun                → begin
assured              → assure
shades               → shade
murdered             → murder
friends              → friend
heard                → hear
approved             → approve
furies               → fury
possessed            → possess
concluded            → conclude
choked               → choke
answered             → answer
rang                 → ring
ears                 → ear
mountains            → mountain
echoed               → echo
felt                 → feel
surrounded           → surround
possessed            → possess
destroyed            → destroy
heard                → hear
reserved             → reserve
died                 → die
known                → know
abhorred             → abhor
addressed            → address
darted               → dart
proceeded            → proceed
eluded               → elude
arose                → arise
shone                → shine
distorted            → distort
fled                 → flee
pursued              → pursue
months               → month
guided               → guide
followed             → follow
windings             → winding
appeared             → appear
saw                  → see
bound                → bind
took                 → take
escaped              → escape
wilds                → wild
evaded               → evade
followed             → follow
peasants             → peasant
scared               → scare
informed             → inform
feared               → fear
lost                 → lose
left                 → leave
snows                → snow
descended            → descend
saw                  → see
entering             → enter
felt                 → feel
pains                → pain
destined             → destine
cursed               → curse
carried              → carry
followed             → follow
directed             → direct
steps                → step
murmured             → murmur
difficulties         → difficulty
sank                 → sink
prepared             → prepare
restored             → restore
inspirited           → inspirit
peasants             → peasant
ate                  → eat
spirits              → spirit
invoked              → invoke
heavens              → heaven
parched              → parch
drops                → drop
revived              → revive
followed             → follow
courses              → course
rivers               → river
avoided              → avoid
collected            → collect
places               → place
beings               → being
seen                 → see
subsisted            → subsist
animals              → animal
crossed              → cross
gained               → gain
villagers            → villager
distributing         → distribute
brought              → bring
killed               → kill
taking               → take
presented            → present
provided             → provide
utensils             → utensil
passed               → pass
sank                 → sink
dreams               → dream
lulled               → lull
spirits              → spirit
guarded              → guard
provided             → provide
moments              → moment
hours                → hour
deprived             → deprive
sunk                 → sink
hardships            → hardship
sustained            → sustain
inspirited           → inspirit
saw                  → see
friends              → friend
saw                  → see
heard                → hear
tones                → tone
enjoying             → enjoy
wearied              → weary
persuaded            → persuade
dreaming             → dream
arms                 → arm
dearest              → dear
friends              → friend
forms                → form
haunted              → haunt
waking               → wake
hours                → hour
